names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
PRSS16,2.7181635,0.16699207,0.006564539036244028,0.013918187210678591,0.05306458247634718,0.03813023812691233
IRX3,2.7169254,0.10384911,0.006589145491463452,0.013967132344580978,0.1563142739613328,0.13989956099507783
TOP3B,2.714929,0.097685,0.006628995839015203,0.014047991193429582,0.07562045797339915,0.060230145004656115
TOX,2.7148995,0.30110052,0.006629586824849809,0.014047991193429582,0.0729466611819553,0.05791871757350007
CEP120,2.7143798,0.01905761,0.0066400010788967906,0.014068435242282941,0.09920471685177568,0.08297858188106957
FLVCR1,2.713016,0.09824647,0.006667388065834769,0.014124831230736379,0.07884272590154943,0.06332313422908074
RRAS2,2.7128434,0.052326445,0.006670862712952358,0.014130561868080094,0.12498286027697793,0.10853731541838499
R3HDM4,2.7112935,0.011269912,0.006702125697108738,0.014193509795226475,0.25195392842451664,0.23067713183450844
EXOC6B,2.7107298,0.06873399,0.006713530212354989,0.014214382867741002,0.10791169614699027,0.09185845417054676
PNPO,2.7106578,0.123238415,0.006714985703659523,0.01421582526287242,0.12676539147127383,0.11084874284954103
KIR3DL2,2.7101634,1.8849996,0.006725008563174197,0.014235402608766594,0.020019196489784726,0.00557070639882932
TBC1D13,2.7096543,0.083752915,0.00673533591287744,0.014255619907359384,0.08631564513917456,0.07072302780364507
KCNJ10,2.7094338,3.7641346,0.006739815957648042,0.014262350396424256,0.015357191827780062,0.0009145935878675003
POLA2,2.7094076,0.2618762,0.0067403462662205356,0.014262350396424256,0.05985191279308926,0.04496474657443129
IRAK3,2.7074869,0.2500505,0.006779474844620614,0.014342428577264556,0.14904703139997258,0.13284887588133565
MTO1,2.7064726,0.026379647,0.006800219674014196,0.014383001202001457,0.115521733168792,0.09889251030996409
GRPEL2,2.7061646,0.14451154,0.006806531856063566,0.01439469378129269,0.06986151103798163,0.05475921245177597
EARS2,2.7053008,0.21379949,0.006824255963924121,0.014428853495349009,0.05498423145481969,0.040109086071571105
SLC28A3,2.7040868,0.55964434,0.00684924170030952,0.014478347554614678,0.0427121897710133,0.02825262737794333
POLR3D,2.7039187,-0.00060452963,0.006852704340691431,0.01448399958552266,0.16762649115590292,0.1486962884129307
ZNF283,2.7029552,0.22612678,0.006872597510633964,0.014524374181946386,0.05093925682160976,0.036101503259278966
FOXD2,2.7025576,0.6612885,0.006880825245260019,0.014538415687942372,0.026943644590703413,0.012405214846348277
GRAMD1A,2.7021244,0.02713426,0.006889797747251735,0.01455569858903338,0.21294391882627176,0.1935113742184382
IQCG,2.7009487,0.050758142,0.006914198336360335,0.014605567838692143,0.10564925270807624,0.08943062391911667
METTL7A,2.7000105,0.058923487,0.006933730082175864,0.014645141842727602,0.19683257918552036,0.1779632832246907
