Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Positive Regulation Of T Cell Proliferation (GO:0042102),1/65,0.8206608365393196,0.8665408833070725,0,0,0.5833834134615384,0.115303027727499,IL6
GO_Biological_Process_2023,Protein Transport (GO:0015031),6/313,0.8281504459280077,0.8740551349091455,0,0,0.727567123114386,0.1371903791349166,RAMP3;CALCRL;LTBP2;APOB;RAMP1;CLU
GO_Biological_Process_2023,Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),1/67,0.8299125219200731,0.8751261262209867,0,0,0.5656468531468531,0.1054563592008517,SNCA
GO_Biological_Process_2023,Protein Secretion (GO:0009306),1/67,0.8299125219200731,0.8751261262209867,0,0,0.5656468531468531,0.1054563592008517,LTBP2
GO_Biological_Process_2023,Protein Localization To Nucleus (GO:0034504),2/122,0.830577519502568,0.8754331911228688,0,0,0.6216763005780347,0.1154042667884899,PRICKLE1;MSX1
GO_Biological_Process_2023,B Cell Differentiation (GO:0030183),1/68,0.8343581503308468,0.8790223967948012,0,0,0.5571756601607348,0.1009003510435797,CD79A
GO_Biological_Process_2023,Positive Regulation Of Defense Response (GO:0031349),2/124,0.837310543992285,0.8817361933587822,0,0,0.6114217126251619,0.1085641964304846,CCN4;SNCA
GO_Biological_Process_2023,Cellular Response To Calcium Ion (GO:0071277),1/69,0.8386877977270719,0.8819967769541098,0,0,0.5489536199095023,0.0965701389820413,CLU
GO_Biological_Process_2023,Phagocytosis (GO:0006909),1/69,0.8386877977270719,0.8819967769541098,0,0,0.5489536199095023,0.0965701389820413,ITGB3
GO_Biological_Process_2023,Phospholipid Metabolic Process (GO:0006644),1/69,0.8386877977270719,0.8819967769541098,0,0,0.5489536199095023,0.0965701389820413,ALOX15B
GO_Biological_Process_2023,Positive Regulation Of Protein Transport (GO:0051222),1/70,0.8429044842867965,0.8860333492817223,0,0,0.5409698996655519,0.0924526386741168,BMP6
GO_Biological_Process_2023,Myeloid Leukocyte Differentiation (GO:0002573),1/71,0.8470111516379492,0.8895516220341152,0,0,0.5332142857142858,0.0885356562974452,CSF3
GO_Biological_Process_2023,Protein Autoubiquitination (GO:0051865),1/71,0.8470111516379492,0.8895516220341152,0,0,0.5332142857142858,0.0885356562974452,SH3RF3
GO_Biological_Process_2023,Plasma Membrane Organization (GO:0007009),1/72,0.8510106648938877,0.892951154651203,0,0,0.5256771397616468,0.0848078179823753,CAVIN2
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),1/72,0.8510106648938877,0.892951154651203,0,0,0.5256771397616468,0.0848078179823753,FERMT2
GO_Biological_Process_2023,Protein Homooligomerization (GO:0051260),2/129,0.853096517254865,0.8947389356967728,0,0,0.5871982765160135,0.0932955815684126,KCNJ12;CLU
GO_Biological_Process_2023,Monocarboxylic Acid Transport (GO:0015718),1/73,0.8549058148649175,0.8958341916839538,0,0,0.518349358974359,0.0812585055191925,SLC5A8
GO_Biological_Process_2023,Regulation Of Rho Protein Signal Transduction (GO:0035023),1/73,0.8549058148649175,0.8958341916839538,0,0,0.518349358974359,0.0812585055191925,COL3A1
GO_Biological_Process_2023,Import Into Nucleus (GO:0051170),1/74,0.8586993195419323,0.899004830740816,0,0,0.5112223393045311,0.0778777982383213,PRICKLE1
GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),1/74,0.8586993195419323,0.899004830740816,0,0,0.5112223393045311,0.0778777982383213,IL6
GO_Biological_Process_2023,Positive Regulation Of GTPase Activity (GO:0043547),4/234,0.8621167969229238,0.9020662536355198,0,0,0.6475149272559079,0.0960682428170995,SYDE1;SFRP1;THY1;FERMT2
GO_Biological_Process_2023,Regulation Of DNA Replication (GO:0006275),1/75,0.8623938265968953,0.9020662536355198,0,0,0.5042879417879418,0.0746564194093352,ACVRL1
GO_Biological_Process_2023,Transcription Initiation At RNA Polymerase II Promoter (GO:0006367),1/76,0.8659919144755566,0.9050214474349636,0,0,0.4975384615384615,0.0715856881154443,PPARGC1A
